plotid	x	y	distname	distcode
6269	602499.92	1465221.62	Bang Tabun Ok	760707
6270	601517.16	1460700.09	Bang Khrok	760708
6271	605260.02	1455632.57	Tha Raeng	760709
6272	605646.61	1454278.08	Tha Raeng Ok	760710
6273	565018.92	1432483.02	Kaeng Krachan	760801
6274	563107.67	1422423.00	Song Phi Nong	760802
6275	581447.95	1430866.50	Wang Chan	760803
6276	552672.85	1397795.43	Pa Deng	760804
6277	576297.78	1438278.04	Porn Sawan	760805
6278	542028.28	1426687.00	Huai Mae Preo	760806
6279	586783.52	1306522.66	Prachuapkhilikhan	770101
6280	578629.16	1306093.17	Ko Lak	770102
6281	578928.66	1300077.15	Khlong Wan	770103
6282	572871.64	1293678.13	Huai Sai	770104
6283	577220.94	1317392.20	Ao Noi	770105
6284	584886.46	1326123.71	Bo Nok	770106
6285	590881.28	1335659.24	Kui Buri	770201
6286	598132.69	1336106.25	Kui Nua	770202
6287	603525.21	1341207.26	Khao Daeng	770203
6288	599001.83	1343019.29	Don Yai Nu	770204
6289	580737.54	1345247.78	Sam Krathai	770206
6290	574788.38	1333228.74	Hat Kham	770207
6291	568035.69	1274442.03	Thap Sakae	770301
6292	552039.90	1269838.53	Ang Thong	770302
6293	560540.07	1271348.05	Na Hu Kwang	770303
6294	559917.21	1278656.57	Khao Lan	770304
6295	569966.49	1286578.59	Huai Yang	770305
6296	568252.98	1279977.56	Saeng Arun	770306
6297	554414.33	1244277.94	Kamnoet Nopphakhun	770401
6298	550049.66	1235931.41	Phungprasan	770402
6299	541813.78	1249996.98	Ron Thong	770403
6300	558701.61	1252308.99	Thongchai	770404
6301	553966.15	1258869.50	Chaikasam	770405
6302	540379.73	1237889.43	Tong Mong Kol	770406
6303	558437.33	1242132.45	Mae Ram Pung	770407
6304	547146.10	1223754.38	Pak Phraek	770501
6305	544113.84	1230233.40	Bang Saphan	770502
6306	547410.02	1216740.36	Sai Thong	770503
6307	530429.35	1229590.40	Chang Raek	770504
6308	529915.37	1216022.35	Chaiyarat	770505
6309	600650.17	1366142.35	Pran Buri	770601
6310	594164.35	1372272.87	Khao Noi	770602
6311	606092.08	1369982.85	Pak Nam Pran	770604
6312	591983.84	1371583.87	Nong Ta Taem	770607
6313	601810.76	1372451.36	Wang Pong	770608
6314	566633.69	1368327.34	Kao Sao	770609
6315	603280.06	1391958.92	Hua Hin	770701
6316	604597.92	1382166.90	Nong Kae	770702
6317	593222.29	1392951.93	Hin Lek Fai	770703
6318	577188.50	1390036.42	Nong Phap	770704
6319	594550.44	1384024.40	Thap Tai	770705
6320	556956.77	1382101.89	Huai Sat Yai	770706
6321	575980.71	1379199.39	Bung Nakorn	770707
6322	605415.19	1355041.84	Sam Roi Yot	770801
6323	566176.84	1358353.80	Silaloi	770802
6324	578175.37	1354535.55	Rai Kao	770803
6325	577373.52	1358353.80	Salalai	770804
6326	581654.34	1349877.79	Rai Mai	770805
6327	606763.15	928632.46	Nai Muang	800101
6328	605984.01	933883.27	Tha Wang	800102
6329	606304.61	931528.16	Klang	800103
6330	614816.05	932138.43	Tha Rai	800106
6331	611935.09	933506.79	Pak Nakhon	800107
6332	600480.03	936575.99	Na Sai	800108
6333	596203.22	929027.04	Kamphaeng Sao	800112
6334	600630.59	929042.96	Chaimontri	800113
6335	604543.70	928087.05	Mamuang Song Ton	800114
6336	601505.63	934762.58	Na Khian	800115
6337	595486.85	935257.74	Tha Ngiu	800116
6338	601709.84	931247.76	Pho Sadet	800118
6339	616747.36	926469.19	Bang Chak	800119
6340	607009.51	943078.42	Pak Phun	800120
6341	611229.53	939322.46	Tha Sak	800121
6342	611679.09	920376.90	Tha Rua	800122
6343	588302.22	939939.90	Phrom Lok	800201
6344	580713.70	942173.11	Ban Ko	800202
6345	600379.40	943563.42	Inkhiri	800203
6346	584434.81	948853.20	Thon Hong	800204
6347	596522.61	940383.32	Na Rieng	800205
6348	583401.76	925891.57	Khao Kaeo	800301
6349	585183.23	918235.49	Lan Saka	800302
6350	590532.28	930965.65	Tha Di	800303
6351	583183.56	932468.34	Kam Lon	800304
6352	593433.61	922927.71	Khun Tale	800305
6353	555154.60	927526.76	Chawang	800401
6354	569456.29	935242.77	La-ai	800403
6355	556387.07	939264.45	Na Wae	800404
6356	552494.12	935114.81	Mai Riang	800405
6357	549618.11	941702.91	Kapiat	800406
6358	549684.56	930920.24	Nakacha	800407
6359	548987.19	949420.08	Huai Prik	800409
6360	559728.57	933763.52	Saira	800410
6361	554469.52	943348.01	Na Klieng	800415
6362	561147.56	927542.61	Chan Di	800416
6363	569943.59	946147.68	Phi Pun	800501
6364	558124.99	954840.62	Ka Thun	800502
6365	568062.82	954892.57	Khao Phra	800503
6366	571668.65	941635.40	Yang Khom	800504
6367	560878.56	942248.76	Khuan Klang	800505
6368	623493.41	905847.85	Chian Yai	800601
6369	628765.19	899644.41	Tha Khanan	800603
6370	631603.20	901207.51	Ban Klang	800604
6371	631307.95	905272.99	Ban Noen	800605
6372	628595.42	906654.35	Sai Mak	800606
6373	622461.31	900749.17	Thong Lamchiak	800607
6374	634435.66	901476.58	Sua Hung	800610
6375	624751.92	892595.27	Karaket	800611
6376	631664.16	891405.37	Khao Phrabat	800612
6377	620580.75	891905.13	Mae Chao Yu Hua	800613
6378	613242.68	885299.01	Cha-uat	800701
6379	611377.77	878200.18	Tha Samet	800702
6380	606223.71	882700.61	Tha Pracha	800703
6381	621876.47	878019.43	Khreng	800704
6382	592863.78	874386.64	Wang Ang	800705
6383	609373.80	891546.10	Ban Tun	800706
6384	615075.70	870446.70	Khon Hat	800707
6385	604503.54	875951.45	Ko Khan	800708
6386	601057.37	886902.67	Khuan Nong Hong	800709
6387	595721.79	882503.21	Khao Phra Thong	800710
6388	611106.82	873616.81	Nang Long	800711
6389	603360.88	955036.68	Tha Sala	800801
6390	598552.05	976064.54	Klai	800802
6391	597036.30	964365.24	Tha Khun	800803
6392	595446.75	953313.23	Hua Taphan	800804
6393	592949.96	967408.60	Sra Kaeo	800806
6394	597334.47	949636.16	Moklan	800807
6395	595779.30	957274.24	Thaiburi	800809
6396	596905.57	946640.44	Don Tako	800810
6397	590822.12	970220.71	Taling Chan	800811
6398	602379.44	952286.22	Pho Thong	800813
6399	575943.45	902596.30	Pak Phraek	800901
6400	574012.78	902419.26	Chamai	800902
6401	568310.76	905996.01	Nong Hong	800903
6402	566742.21	901384.60	Khuan Krot	800904
6403	564123.54	897379.87	Na Mai Phai	800905
6404	577403.30	910804.99	Na Luang Sen	800906
6405	565287.45	888317.82	Khao Ro	800907
6406	574174.54	887025.05	Ka Pang	800908
6407	576306.14	894083.44	Thi Wang	800909
6408	584101.38	881359.92	Nam Tok	800910
6409	581896.02	902663.69	Tham Yai	800911
6410	562311.57	907367.51	Na Pho	800912
6411	554575.19	904441.05	Khao Khao	800913
6412	567088.20	913076.76	Na Bon	801001
6413	554186.08	914876.12	Thung Song	801002
6414	558174.36	914365.46	Kaeo Saen	801003
6415	537238.60	917294.67	Tha Yang	801101
6416	537306.50	925162.10	Thung Sang	801102
6417	547411.85	925152.42	Thung Yai	801103
6418	538025.21	905914.06	Ku Rae	801104
6419	547408.90	913986.05	Prik	801105
6420	530760.59	928101.11	Bang Rup	801106
6421	545445.20	905930.65	Krung Yan	801107
6422	632050.34	923307.86	Pak Phanang	801201
6423	621773.28	923686.89	Khlong Noi	801202
6424	622810.04	911415.87	Pa Rakam	801203
6425	614703.60	916105.39	Chamao	801204
6426	625915.86	920071.26	Khlong Krabu	801205
6427	619627.09	914708.67	Ko Thuat	801206
6428	627071.36	915204.69	Ban Mai	801207
6429	630848.78	918735.85	Hu Long	801208
6430	630531.05	936517.50	Laem Talumpuk	801209
6431	628516.06	924372.39	Phak Phanang Fangtawantok	801210
6432	629777.03	911520.38	Bang Sala	801211
6433	634964.12	921584.28	Bang Phra	801212
6434	627816.68	909941.31	Bang Taphong	801213
6435	632335.44	928656.18	Phak Phanang Fangtawanok	801214
6436	634715.65	918684.82	Ban Phoeng	801215
6437	637554.72	915017.79	Tha Phaya	801216
6438	632626.40	911442.98	Pak Phraek	801217
6439	638707.67	907621.62	Khamapnak	801218
6440	592469.86	905734.86	Ron Phi Pun	801301
6441	592047.51	913599.61	Hin Tok	801302
6442	600203.75	912587.62	Sao Thong	801303
6443	598689.65	898439.04	Khuan Koei	801304
6444	610345.66	898516.80	Khuan Phang	801305
6445	600937.31	903816.11	Khuan Chum	801306
6446	596482.71	998529.12	Sichon	801401
6447	596302.83	990713.96	Thung Prang	801402
6448	589671.41	987316.59	Chalong	801403
6449	597534.14	983256.05	Sao Phao	801404
6450	587255.35	979923.36	Plian	801405
6451	587823.39	998697.75	Si Khit	801406
6452	592416.22	981733.91	Thappharat	801407
6453	580890.87	987163.98	Khao Noi	801408
6454	595524.36	1001761.62	Thung Sai	801409
6455	594893.31	1013587.53	Khanom	801501
6456	586163.77	1015778.02	Khuan Thong	801502
6457	583448.31	1025002.57	Thong Nian	801503
6458	642055.81	889373.95	Hua Sai	801601
6459	645061.02	886622.14	Na Saton	801602
6460	635282.67	889331.11	Sai Khao	801603
6461	631549.47	881317.76	Laem	801604
6462	640269.84	881365.12	Khao Phang Kri	801605
6463	637053.68	893373.14	Ban Ram	801606
6464	637720.04	896514.56	Bang Nop	801607
6465	637728.08	900382.26	Tha Som	801608
6466	632379.02	875303.03	Khuan Chalik	801609
6467	641555.37	878720.96	Ram Kaeo	801610
6468	641730.09	898713.47	Ko Phet	801611
6469	551324.15	893768.40	Bang Khan	801701
6470	552160.84	880984.22	Ban Lamnao	801702
6471	561810.37	881760.17	Wang Hin	801703
6472	555696.51	877615.65	Ban Nikhom	801704
6473	540310.21	931009.65	Tham Phannara	801801
6474	544901.48	939063.39	Khlong Se	801802
6475	537109.85	938625.44	Dusit	801803
6476	600656.52	889394.59	Ban Kuan Mut	801901
6477	602651.36	890461.95	Ban Cha Uat	801902
6478	603540.58	894357.12	Khuan Nong Kwa	801903
6479	587237.29	895584.02	Thung Pho	801904
6480	593124.27	888886.59	Na Mo Bun	801905
6481	594252.45	892652.04	Sam Tambon	801906
6482	600242.84	921559.76	Na Phru	802001
6483	601704.14	925640.04	Na San	802002
6484	599573.84	917075.29	Thai Sam Phao	802003
6485	607282.43	919387.75	Chang Sai	802004
6486	580854.68	963768.01	Nopphitam	802101
6487	569975.19	973302.52	Krung Ching	802102
6488	590085.87	958246.24	Karo	802103
6489	582442.09	957024.17	Na Reng	802104
6490	570061.30	924472.17	Chang Klang	802201
6491	560655.86	922681.70	Lak Chang	802202
6492	569475.40	930226.60	Suan Khan	802203
6493	619030.44	905129.48	Chian Khao	802301
6494	614737.72	908301.95	Don Tro	802302
6495	619255.96	897884.55	Suan Luang	802303
6496	608458.54	908745.91	Thang Phun	802304
6497	490096.45	892471.30	Pak Nam	810101
6498	489664.40	895394.38	Krabi Yai	810102
6499	495487.63	902237.78	Krabi Noi	810103
6500	479215.60	907832.55	Khao Khram	810105
6501	476236.62	901794.58	Khao Thong	810106
6502	487273.99	906608.59	Thap Prik	810111
6503	486761.29	892953.53	Sai Thai	810115
6504	480041.70	889098.90	Ao Nang	810116
6505	478026.58	893176.50	Nong Tale	810117
6506	493282.51	888115.47	Khlong Prasong	810118
6507	501663.85	910244.56	Khao Phanom	810201
6508	511076.03	921233.75	Khao Din	810202
6509	527756.31	915484.56	Sin Pun	810203
6510	513881.16	910460.08	Phru Tieo	810204
6511	496714.62	924523.51	Na Khao	810205
6512	527301.06	903427.14	Khok Han	810206
6513	508118.92	831196.39	Ko Lanta Yai	810301
6514	509097.43	844334.47	Ko Lanta Noi	810302
6515	507291.02	857753.49	Ko Klang	810303
6516	508748.09	863079.12	Khlong Yang	810304
6517	505477.28	840965.38	Saladan	810305
6518	515511.83	876658.59	Khlong Thom Tai	810401
6519	529550.20	877222.64	Khlong Thom Nua	810402
6520	523549.40	861216.05	Khlong Phon	810403
6521	528838.55	855419.27	Sai Khao	810404
6522	513915.31	868688.74	Huai Nam Khao	810405
6523	524629.17	892447.98	Phru Din Na	810406
6524	515182.61	892249.34	Phela	810407
6525	469275.51	925523.40	Ao Luk Tai	810501
6526	462954.86	920655.89	Laem Sak	810502
6527	468280.70	942029.05	Na Nua	810503
6528	482261.25	919261.07	Khlong Hin	810504
6529	471202.65	916330.97	Ao Luk Noi	810505
6530	477076.98	928126.62	Ao Luk Nua	810506
6531	468328.90	933389.20	Khao Yai	810507
6532	487026.18	925423.26	Khlong Ya	810508
6533	477756.08	923132.65	Ban Klang	810509
6534	487332.63	946273.90	Plai Phraya	810601
6535	478031.30	947591.42	Kao Ken	810602
6536	473154.22	952627.56	Kao To	810603
6537	483964.91	934163.19	Kiriwong	810604
6538	534804.61	890742.82	Lam Thap	810701
6539	541929.38	894789.45	Din Udom	810702
6540	531981.52	887721.96	Thung Sai Thong	810703
6541	541281.64	887845.95	Din Daeng	810704
6542	499698.49	892918.03	Nua Khlong	810801
6543	495944.72	864424.48	Ko Sriboya	810802
6544	503888.91	880589.31	Khlong Khanan	810803
6545	497745.17	887609.43	Khlong Khamot	810804
6546	509192.45	896703.01	Khok Yang	810805
6547	496743.73	881143.72	Talingchan	810806
6548	506645.47	886472.79	Pakasai	810807
6549	505036.06	899172.02	Huai Yung	810808
6550	447846.26	934098.87	Tai Chang	820101
6551	447580.45	943176.96	Noppring	820102
6552	445268.73	934064.45	Tham Nam Phut	820103
6553	452896.82	931546.94	Bang Toei	820104
6554	443551.69	930980.54	Takdat	820105
6555	450748.08	951782.00	Song Phraek	820106
6556	439264.13	943530.11	Thung Kha Ngok	820107
6557	447341.91	925240.06	Ko Panyi	820108
6558	441776.94	939341.65	Pa Ko	820109
6559	456092.24	898915.03	Ko Yao Noi	820201
6560	452380.42	891726.88	Ko Yao Yai	820202
6561	454662.24	879863.58	Phru Nai	820203
6562	440133.63	956268.33	Kapong	820301
6563	438665.82	963383.48	Tha Na	820302
6564	430028.09	962396.33	Mo	820303
6565	444786.04	965741.03	Le	820304
6566	444888.56	975023.28	Rommani	820305
6567	434380.40	929242.70	Tham	820401
6568	438866.56	928496.19	Krasom	820402
6569	435158.54	920265.84	Ka Lai	820403
6570	434244.73	914103.50	Tha Yu	820404
6571	430018.72	909121.68	Lo Yung	820405
6572	423858.78	913196.29	Khok Kloi	820406
6573	436673.89	906223.46	Khlong Khian	820407
6574	428203.37	978694.14	Takua Pa	820501
6575	434282.78	985861.09	Bang Nai Si	820502
6576	426548.42	972846.92	Bang Sai	820503
6577	423554.62	974792.22	Bang Muang	820504
6578	431221.40	971360.11	Tamtua	820505
6579	434214.46	978843.90	Khok Khian	820506
6580	422087.90	961772.42	Khukkhak	820507
6581	421376.67	988505.66	Ko Kho Khao	820508
6582	438150.90	1024808.07	Khura	820601
6583	435564.56	1000703.60	Bang Wan	820602
6584	422132.76	1005557.68	Ko Phra Thong	820603
6585	435047.84	1014102.51	Mae Ya Nang Kao	820605
6586	458281.15	941864.06	Thap Put	820701
6587	460699.25	932161.44	Marui	820702
6588	456264.35	936038.05	Bo Saen	820703
6589	453771.83	945735.30	Tham Thong Lang	820704
6590	458523.95	948311.72	Khok Charoen	820705
6591	462033.16	951695.01	Bang Riang	820706
6592	419256.19	936917.34	Thai Muang	820801
6593	423555.48	922949.02	Na Toei	820802
6594	428494.06	929727.40	Bang Thong	820803
6595	424151.11	941143.86	Thung Maphrao	820804
6596	432100.35	948688.55	Lam Phi	820805
6597	420835.45	950941.09	Lam Kaen	820806
6598	432918.82	872327.58	Talat Yai	830101
6599	431633.42	871326.93	Talat Nua	830102
6600	431698.07	879472.98	Ko Kaeo	830103
6601	434151.22	873602.08	Ratsada	830104
6602	431343.06	868202.67	Wichit	830105
6603	427141.98	867945.75	Chalong	830106
6604	424435.17	861584.98	Rawai	830107
6605	422246.11	865970.15	Karon	830108
6606	426846.65	874850.50	Kathu	830201
6607	423544.92	873409.39	Patong	830202
6608	421140.72	878230.63	Kammala	830203
6609	427027.86	891662.20	Thep Krasattri	830301
6610	428493.24	882934.24	Sri Sunthon	830302
6611	422566.78	885546.55	Choeng Tale	830303
6612	434510.23	888970.67	Pa Khlok	830304
6613	424845.24	901206.49	Mai Khao	830305
6614	422354.78	892886.91	Sa Khu	830306
6615	535538.57	1010452.98	Talat	840101
6616	538150.24	1007096.47	Makham Tia	840102
6617	532625.66	1003840.36	Wat Pradu	840103
6618	538348.45	997574.14	Khunthale	840104
6619	532687.46	1011063.49	Bang Bai Mai	840105
6620	535041.62	1015674.01	Bang Chana	840106
6621	527644.80	1011168.50	Khlong Noi	840107
6622	533028.50	1016938.03	Bang Sai	840108
6623	528667.49	1014246.99	Bang Pho	840109
6624	539461.54	1013429.01	Bang Kung	840110
6625	537981.68	1015642.01	Khlong Chanak	840111
6626	543624.06	1014170.50	Tha Thong Mai	840201
6627	559252.27	1021988.06	Tha Thong	840202
6628	551647.09	1014181.00	Kra Dae	840203
6629	544174.61	1008847.47	Thung Kong	840204
6630	559554.02	1006919.48	Krut	840205
6631	549871.39	995978.46	Chang Sai	840206
6632	556873.76	1015974.01	Phaiwat	840207
6633	562866.68	998780.22	Pa Ron	840208
6634	547123.83	1014422.50	Ta Khian Thong	840209
6635	548824.73	1004755.17	Chang Khao	840210
6636	566757.84	1011453.49	Tha Uthae	840211
6637	544855.35	1000572.10	Thung Rang	840212
6638	568511.06	991926.87	Klong Sa	840213
6639	577053.45	1022209.56	Don Sak	840301
6640	566823.41	1022848.54	Chonkhram	840302
6641	570717.66	1018209.54	Chaikhram	840303
6642	578939.25	1009665.04	Pak Phraek	840304
6643	605643.92	1054760.21	Ang Thong	840401
6644	605927.78	1049691.18	Lipa Noi	840402
6645	605181.38	1044863.15	Taling Ngam	840403
6646	608858.35	1045460.17	Na Muang	840404
6647	614140.87	1046875.67	Maret	840405
6648	614450.01	1054540.20	Bo Put	840406
6649	606329.47	1056522.73	Mae Nam	840407
6650	609487.83	1078258.32	Ko Phangan	840501
6651	615018.95	1075908.31	Ban Tai	840502
6652	591669.74	1115732.99	Ko Tao	840503
6653	520556.00	1039409.12	Talat Chaiya	840601
6654	529800.26	1037675.60	Phum Ruang	840602
6655	521791.13	1035144.08	Lamet	840603
6656	516654.51	1038273.11	Wiang	840604
6657	523214.27	1042170.64	Thung	840605
6658	515052.10	1044947.15	Pa We	840606
6659	526375.48	1046336.65	Ta Krop	840607
6660	509793.66	1039162.12	Mo Thai	840608
6661	490671.95	1054530.68	Pak Mak	840609
6662	520448.41	1060873.73	Tha Chana	840701
6663	505409.35	1060036.21	Samothong	840702
6664	492720.12	1060886.70	Prasong	840703
6665	503781.59	1068864.27	Khanthuli	840704
6666	522028.51	1051776.67	Wang	840705
6667	501136.58	1067182.24	Khlong Pha	840706
6668	488566.73	1000985.14	Tha Kanon	840801
6669	497763.12	1002532.61	Ban Yang	840802
6670	483357.66	1011305.97	Nam Hak	840803
6671	485683.83	997226.88	Kapao	840806
6672	502711.39	1002166.94	Tha Kradat	840807
6673	497318.33	994262.10	Yan Yao	840808
6674	504424.51	994707.66	Tham Singkhon	840809
6675	495708.67	983094.70	Ban Tham Nia	840810
6676	490704.19	986795.66	Khao Wong	840901
6677	481740.33	985938.51	Pha Saeng	840902
6678	485526.53	992635.30	Phru Thai	840903
6679	463254.84	1009584.48	Khao Phang	840904
6680	475460.24	974432.32	Phanom	841001
6681	486780.09	976977.68	Ton Yuan	841002
6682	456992.11	982025.73	Khlong Sok	841003
6683	462294.98	964448.07	Phlu Thuan	841004
6684	478216.60	980127.50	Phangkan	841005
6685	481341.32	966983.53	Khlong Cha-un	841006
6686	518927.57	1023780.54	Tha Chang	841101
6687	516805.54	1021504.05	Tha Khoei	841102
6688	511669.53	1019750.02	Khlong Sai	841103
6689	519719.10	1030448.59	Khao Than	841104
6690	507191.51	1031011.57	Sawiat	841105
6691	484605.77	1035974.10	Pak Chalui	841106
6692	540530.35	973492.97	Nasan	841201
6693	542281.21	962458.74	Pharuphi	841202
6694	546137.77	985380.41	Thung Tao	841203
6695	551564.36	977818.54	Lamphun	841204
6696	528458.94	970053.58	Tha Chi	841205
6697	533406.63	962838.66	Don Sri	841206
6698	541597.02	980870.45	Khuan Suban	841207
6699	541657.26	967180.13	Khlong Prap	841208
6700	533376.93	970082.29	Nam Phu	841209
6701	545271.87	989036.44	Thung Tao Yai	841210
6702	550858.51	969572.29	Perm Pun Sap	841211
6703	532785.58	979837.89	Ban Na	841301
6704	529382.45	988920.54	Tha Rua	841302
6705	524989.24	984704.92	Chapthawi	841303
6706	534621.36	987025.58	Na Tai	841304
6707	519912.91	975150.30	Khian Sa	841401
6708	518484.73	959651.55	Phuangphromkhon	841402
6709	524330.68	978310.14	Khao Tok	841403
6710	521310.49	967908.39	Arankhamwari	841404
6711	502379.54	968498.43	Ban Sadet	841405
6712	535253.10	956637.77	Wiang Sa	841501
6713	546335.68	954524.06	Ban Song	841502
6714	535513.99	944493.65	Khlong Chanon	841503
6715	533152.88	949923.79	Thung Luang	841504
6716	540914.16	947939.13	Khao Niphan	841505
6717	523862.59	944666.12	I Pan	841601
6718	527624.91	941506.08	Sin Pun	841602
6719	494955.16	949485.04	Bang Sawan	841603
6720	511710.34	945880.97	Sai Khung	841604
6721	522996.06	927868.78	Sin Charoen	841605
6722	506508.96	949955.89	Sai Sopha	841606
6723	518761.07	949092.24	Sa Khu	841607
6724	523713.48	1002162.09	Tha Kham	841701
6725	529148.25	994727.35	Tha Sathon	841702
6726	529673.30	1017542.02	Lilet	841703
6727	512918.03	997723.24	Bang Madua	841704
6728	509164.70	997049.06	Bang Duan	841705
6729	518846.11	998414.39	Tha Rong Chang	841706
6730	513499.14	988681.57	Krut	841707
6731	521557.66	1008444.96	Phunphin	841708
6732	506359.45	1006782.47	Bang Ngon	841709
6733	523534.88	1014147.49	Sriwichai	841710
6734	512608.65	1005359.45	Nam Rop	841711
6735	511854.73	1014093.00	Maluan	841712
6736	518437.79	1009680.48	Hua Toei	841713
6737	517414.26	1005606.44	Nong Sai	841714
6738	527525.64	1001407.65	Khao Hua Khwai	841715
6739	510935.69	977527.44	Tapan	841716
6740	508492.42	937961.20	Song Phraek	841801
6741	512964.40	933398.35	Chaiburi	841802
6742	499899.99	938215.01	Klong Noi	841803
6743	508425.39	929390.17	Sai Thong	841804
6744	487495.63	1017419.51	Takut Tai	841901
6745	485026.54	1024934.55	Takut Nua	841902
6746	460396.08	1102051.89	Kao Niwet	850101
6747	452225.91	1074484.27	Ratchakrut	850102
6748	454771.98	1088969.34	Ngao	850103
6749	460003.80	1094805.37	Bang Rin	850104
6750	459300.95	1107339.42	Pak Nam	850105
6751	462218.76	1108177.92	Bang Non	850106
6752	467059.47	1094156.88	Hat Som Paen	850107
6753	465339.17	1118570.96	Sai Daeng	850108
6754	439838.01	1086958.34	Ko Phayam	850109
6755	475455.44	1117370.96	La-un Tai	850201
6756	481279.58	1110764.94	La-un Nua	850202
6757	470132.08	1119197.96	Bang Phra Tai	850203
6758	470641.02	1106911.91	Bang Phra Nua	850204
6759	477508.52	1125327.99	Bang Kaeo	850205
6760	484655.89	1108496.57	Nai Wong Nua	850206
6761	485265.65	1108496.57	Nai Wong Tai	850207
6762	447116.28	1061306.74	Muang Kluang	850301
6763	458535.03	1064131.73	Kapoe	850302
6764	464703.14	1056787.21	Chieo Liang	850303
6765	469544.76	1055515.69	Ban Na	850304
6766	454932.82	1045363.67	Bang Hin	850305
6767	480530.72	1148782.09	Nam Chut	850401
6768	480223.61	1152988.60	Nam Chut Noi	850402
6769	483099.77	1157098.63	Mamu	850403
6770	482713.51	1174654.19	Pak Chan	850404
6771	482938.01	1139379.05	Lam Liang	850405
6772	489972.25	1170795.18	Cho Po Ro	850406
6773	472782.99	1134535.03	Bang Yai	850407
6774	445440.87	1043930.15	Na Kha	850501
6775	435547.55	1038136.11	Kamphuan	850502
6776	519948.60	1160453.13	Tha Ta Phao	860101
6777	527637.16	1151375.09	Pak Nam	860102
6778	523591.04	1153607.61	Tha Yang	860103
6779	521287.33	1154511.11	Bang Mak	860104
6780	524163.45	1160854.14	Na Thung	860105
6781	525245.90	1165401.66	Na Chaang	860106
6782	516458.57	1157194.13	Takdaet	860107
6783	518981.40	1165858.66	Bang Luk	860108
6784	509570.83	1167593.65	Hat Phankri	860109
6785	513676.26	1162700.16	Wang Phai	860110
6786	493058.60	1157351.62	Wang Mai	860111
6787	506280.39	1155766.13	Ban Na	860112
6788	512954.65	1158518.63	Khun Krathing	860113
6789	516407.23	1149460.58	Thung Kha	860114
6790	509866.39	1146807.07	Wisai Nua	860115
6791	527438.26	1147855.59	Hat Sai Ri	860116
6792	510038.66	1152015.60	Tham Sing	860117
6793	518386.18	1181158.72	Tha Sae	860201
6794	513064.37	1188158.24	Khuring	860202
6795	518238.52	1204981.31	Salui	860203
6796	520445.08	1173380.18	Na Kratam	860204
6797	500095.68	1190443.75	Rap Ro	860205
6798	511807.91	1177594.21	Tha Kham	860206
6799	512774.02	1199153.29	Hong Charoen	860207
6800	502903.39	1170532.66	Hin Kaeo	860208
6801	522228.18	1184131.22	Sap Anan	860209
6802	520779.14	1210832.83	Song Pi Nong	860210
6803	531919.62	1179807.21	Bang Son	860301
6804	529732.66	1185192.74	Talesap	860302
6805	527303.71	1172144.18	Saphli	860303
6806	535570.34	1189273.75	Chum Kho	860304
6807	537799.90	1201026.79	Don Yang	860305
6808	550652.51	1205095.31	Pak Khlong	860306
6809	538510.89	1207882.32	Kao Chai Rat	860307
6810	509150.47	1100056.89	Lang Suan	860401
6811	508422.92	1098607.87	Khan Ngoen	860402
6812	505020.60	1098058.89	Thung Maphla	860403
6813	505758.91	1106815.92	Na Kha	860404
6814	513448.02	1090436.86	Na Phaya	860405
6815	503121.89	1089535.34	Ban Khuan	860406
6816	515006.14	1097195.39	Bang Maphrao	860407
6817	516538.43	1107823.42	Bang Nam Chut	860408
6818	515777.98	1100516.38	Pak Nam	860409
6819	511001.51	1097892.89	Pho Daeng	860410
6820	511840.88	1101261.88	Laem Sai	860411
6821	492784.02	1105467.43	Wang Tako	860412
6822	497961.17	1096496.86	Hat Yai	860413
6823	494192.36	1077294.80	Lamae	860501
6824	507430.65	1083699.82	Thung Luang	860502
6825	511945.66	1073014.75	Suan Taeng	860503
6826	500680.38	1080050.79	Thung Kha Wat	860504
6827	478552.86	1086377.33	Phato	860601
6828	467297.30	1074446.27	Pak Song	860602
6829	495510.19	1095277.86	Pang Wan	860603
6830	487601.13	1093899.36	Pra Rak	860604
6831	511958.51	1127643.99	Napho	860701
6832	506822.96	1133149.03	Sawi	860702
6833	501294.84	1133728.53	Thung Raya	860703
6834	516836.53	1129376.01	Tha Hin	860704
6835	514573.79	1135883.55	Pak Phraek	860705
6836	521883.16	1132101.52	Dan Sawi	860706
6837	502095.18	1141076.06	Khron	860707
6838	505915.00	1143699.58	Wisai Tai	860708
6839	502791.33	1124789.49	Na Sak	860709
6840	490658.20	1132940.02	Khao Thalu	860710
6841	489630.74	1118316.97	Khao Khai	860711
6842	515941.99	1119412.97	Pak Tako	860801
6843	509796.97	1119205.47	Thung Takhri	860802
6844	502958.23	1110979.43	Tako	860803
6845	501157.27	1118155.48	Chong Mai Kaeo	860804
6846	676307.18	796488.07	Bo Yang	900101
6847	677758.02	791507.22	Khao Rup Chang	900102
6848	681750.36	785799.75	Ko Taeo	900103
6849	675310.88	785588.15	Pha Wong	900104
6850	681788.31	779569.37	Thung Wang	900105
6851	670323.25	792957.84	Ko Yo	900106
6852	658817.49	826085.97	Cha Thing Phra	900201
6853	657577.70	830691.75	Kradangnga	900202
6854	656335.78	835032.26	Sanamchai	900203
6855	655365.43	838736.40	Di Luang	900204
6856	653164.91	841776.26	Chumphon	900205
6857	653059.62	834747.12	Khlong Ri	900206
