plotid	x	y	distname	distcode
1700	880569.59	1707269.28	Non Daeng	302401
1701	872298.84	1709046.78	Non Tathen	302402
1702	882658.93	1711613.81	Sam Phaniang	302403
1703	883163.56	1717630.80	Wang Hin	302404
1704	876078.12	1708685.29	Don Yao Yai	302405
1705	804712.03	1594474.54	Wang Nam Khieo	302501
1706	798718.18	1597281.55	Wang Mi	302502
1707	791880.20	1618142.06	Raroeng	302503
1708	821979.73	1605741.09	Udom Sap	302504
1709	825446.61	1588023.05	Thai Samakki	302505
1710	764216.41	1695696.64	Samnak Takhro	302601
1711	767785.87	1688532.63	Nong Waeng	302602
1712	775739.42	1693735.65	Bung Prue	302603
1713	773488.61	1698507.96	Wang Yai Thong	302604
1714	917096.71	1708593.83	Muang Yang	302701
1715	924213.11	1709930.37	Krabuang Nok	302702
1716	917485.93	1715734.87	Lahan Pla Kao	302703
1717	909430.40	1709942.85	Non U Dom	302704
1718	818249.08	1696674.20	Sra Phra	302801
1719	816192.56	1699547.70	Mab Krad	302802
1720	822713.45	1695123.20	Phang Thiam	302803
1721	819159.47	1706077.21	Thap Rang	302804
1722	829442.42	1697857.22	Nong Hoi	302805
1723	913360.31	1700430.85	Khui	302901
1724	920982.83	1690005.35	Ban Yang	302902
1725	915477.39	1691538.33	Chong Maeo	302903
1726	925030.37	1701126.35	Plai	302904
1727	877694.50	1733293.31	Muang Palai	303001
1728	872843.64	1738787.82	Non Chan	303002
1729	874876.89	1735508.30	Bua Lai	303003
1730	882548.79	1734142.82	Nong Wa	303004
1731	883067.11	1725678.31	Sida	303101
1732	876453.92	1717991.79	Phon Thong	303102
1733	873189.13	1717200.29	Non Pradu	303103
1734	876251.86	1728808.82	Sam Muang	303104
1735	883566.10	1728802.83	Nong Dat Yai	303105
1736	856208.37	1664749.71	Chang Thong	303201
1737	856418.87	1658183.69	Tha Chang	303202
1738	847282.71	1657649.18	Phra Put	303203
1739	848056.65	1666833.19	Nong Ngu Luam	303204
1740	853939.48	1652151.68	Nong Yang	303205
1741	941710.46	1661922.85	Nai Muang	310101
1742	942514.16	1658673.84	E-san	310102
1743	936460.88	1651008.83	Samet	310103
1744	933007.66	1656421.82	Ban Bua	310104
1745	927890.87	1649534.31	Sakae Phrong	310105
1746	946966.67	1651768.35	Sawai Chik	310106
1747	947650.20	1663368.37	Ban Yang	310108
1748	932529.31	1673429.34	Phra Khru	310112
1749	939057.03	1674574.36	Thalung Lek	310113
1750	933426.50	1666798.83	Nong Tat	310114
1751	926216.02	1652265.81	Lum Puk	310117
1752	925601.59	1640534.79	Song Hong	310118
1753	946889.44	1668988.87	Bua Thong	310119
1754	940794.05	1665711.86	Shum Het	310120
1755	948822.75	1643158.83	Lak Khet	310122
1756	941483.38	1649492.84	Sakaesam	310125
1757	940399.23	1673105.85	Klan Ta	310126
1758	934930.96	1661771.33	Kra Sang	310127
1759	930782.94	1640288.80	Muang Fang	310128
1760	929812.99	1689745.86	Khu Muang	310201
1761	936127.81	1705455.39	Pa Khiap	310202
1762	928584.96	1705950.37	Ban phae	310203
1763	932810.46	1680324.84	Phon Samran	310204
1764	939009.81	1683199.87	Hin Lek Fai	310205
1765	943096.56	1683586.86	Tum Yai	310206
1766	930070.33	1698830.88	Nong Khaman	310207
1767	963380.03	1653634.38	Krasang	310301
1768	974046.16	1669903.43	Lam Duan	310302
1769	954585.19	1649606.86	Song Chan	310303
1770	956353.26	1641723.35	Sung Noen	310304
1771	970658.98	1651781.39	Nong Teng	310305
1772	963206.82	1660971.39	Muang Phai	310306
1773	972605.02	1661101.91	Chum Saeng	310307
1774	963674.10	1646404.87	Ban Pru	310308
1775	966826.44	1670354.40	Huai Samran	310309
1776	968285.08	1659847.39	Kanthrarom	310310
1777	965187.66	1665517.39	Sri Phum	310311
1778	907782.66	1623026.74	Nang Rong	310401
1779	906306.53	1614297.72	Sadao	310403
1780	897082.47	1613112.71	Chum Saeng	310405
1781	896541.26	1619480.71	Nong Bot	310406
1782	918144.06	1626352.25	Nong Kong	310408
1783	913295.97	1617509.24	Thanon Hak	310413
1784	906472.56	1605466.21	Nong Sai	310414
1785	899479.44	1632145.24	Kan Luang	310415
1786	907829.59	1631890.75	Ban Sing	310416
1787	899984.15	1624806.23	Lam Sai Yong	310417
1788	895945.20	1607924.19	Sup Phraya	310418
1789	916397.41	1627467.25	Nong Yai Pim	310424
1790	893440.84	1627461.21	Hua Tanon	310425
1791	900286.46	1615585.21	Thung Sang Thong	310426
1792	923614.30	1632236.28	Nong Sano	310427
1793	885244.39	1626899.20	Nong Ki	310501
1794	884100.42	1631614.70	Yoei Prasat	310502
1795	893592.44	1636752.74	Muang Phai	310503
1796	875978.14	1619581.18	Don Arang	310504
1797	875166.17	1638337.20	Khok Sawang	310505
1798	876349.48	1628457.19	Thung Kratat	310506
1799	884113.10	1625016.70	Thung Kra Ten	310507
1800	890115.19	1630707.21	Tha Pho Chai	310508
1801	883003.67	1638966.21	Kok Sung	310509
1802	877067.92	1625406.68	Bu Kra Sang	310510
1803	915951.76	1597694.71	Lahan Sai	310601
1804	922870.72	1599981.23	Ta Chong	310603
1805	916113.75	1581221.19	Samrong Mai	310604
1806	927729.66	1583851.72	Nong Waeng	310607
1807	909686.03	1592126.70	Nong Takrong	310610
1808	911205.40	1601940.20	Kok Wan	310611
1809	941019.54	1618948.79	Prakhon Chai	310701
1810	932993.35	1637818.81	Salaeng Thon	310702
1811	939391.78	1627506.80	Ban Sai	310703
1812	951711.46	1616457.80	Lawia	310705
1813	929315.67	1605052.25	Chorakhe Mak	310706
1814	937914.25	1610655.28	Pang Ku	310707
1815	930516.85	1614081.78	Khok Yang	310708
1816	933963.89	1622073.77	Khok Mo	310710
1817	953193.19	1624340.32	Phai San	310713
1818	929287.13	1621292.26	Tako Ta Phi	310714
1819	937783.77	1602415.76	Khao Khok	310715
1820	946048.00	1611865.28	Nong Bon	310716
1821	945182.80	1618558.80	Kok Makham	310718
1822	930772.51	1629691.27	Kok Tum	310719
1823	929614.55	1615427.26	Pratatbhu	310720
1824	932993.36	1634791.84	Si Lieam	310721
1825	941311.33	1599320.26	Ban Kruat	310801
1826	952827.88	1604869.29	Non Charoen	310802
1827	932839.80	1588692.74	Nong Mai Ngam	310803
1828	944105.26	1591366.75	Prasat	310804
1829	954131.25	1595053.77	Sai Ta Ku	310805
1830	945992.72	1603250.78	Hin Lat	310806
1831	937963.14	1591421.73	Bung Charoen	310807
1832	948640.25	1594116.26	Chan Thop Phet	310808
1833	953345.22	1609743.79	Kao Din Nua	310809
1834	930892.67	1726335.90	Phu Thai Song	310901
1835	933302.79	1717102.38	Mafuang	310902
1836	926384.83	1717380.88	Ban Chan	310903
1837	917827.91	1730837.88	Ban Pao	310906
1838	925636.87	1727397.89	Ban Waeng	310907
1839	937791.39	1717243.88	Ban Yang	310909
1840	922320.48	1721269.36	Hai Sok	310910
1841	911542.59	1664246.80	Lam Plai Mat	311001
1842	914946.12	1664277.79	Nong Khu	311002
1843	926418.85	1661043.31	Salang Phan	311003
1844	923991.38	1668240.82	Thamen Chai	311004
1845	918550.63	1670544.32	Talat Pho	311005
1846	905255.64	1659706.77	Nong Kathing	311006
1847	915978.96	1656358.79	Khok Klang	311007
1848	919339.36	1678804.32	Khok Sa-at	311008
1849	927319.71	1677919.34	Muang Phaek	311009
1850	918062.32	1647990.79	Ban Yang	311010
1851	903850.55	1653412.27	Phathai Rin	311011
1852	912055.16	1675233.30	Khok Lam	311012
1853	908528.03	1667627.79	Hin Khon	311013
1854	920616.75	1659883.82	Nong Bua Khok	311014
1855	922755.67	1673383.33	Bu Pho	311015
1856	911468.51	1649191.28	Nong Kon	311016
1857	962039.65	1693281.43	Satuk	311101
1858	957040.14	1694123.42	Nikhom	311102
1859	973831.01	1692400.95	Thung Wang	311103
1860	962644.17	1684180.41	Muang Kae	311104
1861	962360.08	1677776.90	Nong Yai	311105
1862	956070.92	1683514.41	Ron Thong	311106
1863	947613.65	1687704.39	Don Mon	311109
1864	970577.33	1678137.93	Chum Saeng	311110
1865	977516.05	1696769.96	Tha Muang	311111
1866	967303.85	1695442.44	Sakae	311112
1867	968900.12	1685349.42	Sanam Chai	311114
1868	973328.28	1685034.94	Kra Sang	311115
1869	904059.21	1599925.19	Pa Kham	311201
1870	898122.20	1600743.68	Thai Charoen	311202
1871	895854.45	1599740.20	Nong Bua	311203
1872	888923.24	1597761.66	Khok Mamuang	311204
1873	899654.40	1593339.16	Hu Thamnop	311205
1874	922635.47	1733634.38	Na Pho	311301
1875	919416.78	1740543.89	Ban Ku	311302
1876	926055.59	1741606.88	Ban Du	311303
1877	919302.73	1747092.88	Don Kok	311304
1878	924942.30	1734990.89	Sri Sawang	311305
1879	895099.97	1643640.76	Sra Kaeo	311401
1880	887193.65	1647684.74	Huai Hin	311402
1881	902643.21	1649736.75	Thai Samakkhi	311403
1882	890927.77	1640538.73	Nong Chai Sri	311404
1883	887158.00	1652160.24	Sao Dieo	311405
1884	902616.05	1644195.26	Muang Fai	311406
1885	894747.45	1650430.24	Sra Thong	311407
1886	946115.38	1625453.81	Chan Dum	311501
1887	952516.15	1637047.33	Khok Khamin	311502
1888	956859.63	1631565.84	Pa Chan	311503
1889	949039.88	1631809.82	Sadao	311504
1890	942791.10	1638351.82	Samrong	311505
1891	950437.52	1659153.86	Huai Rat	311601
1892	954607.06	1662996.88	Sam Waeng	311602
1893	960920.25	1670397.40	Ta Sao	311603
1894	955593.77	1658391.37	Ban Tako	311604
1895	949928.98	1654920.86	Sanuan	311605
1896	955978.90	1665650.38	Kok Lek	311606
1897	959150.49	1668337.19	Muang Pho	311607
1898	951904.17	1660390.99	Huai Racha	311608
1899	890450.72	1610714.69	Non Suwan	311701
1900	883936.83	1613233.18	Thung Chang Han	311702
1901	890294.42	1617721.20	Krokkaeo	311703
1902	879396.85	1610816.17	Dong I Chan	311704
1903	911817.73	1639142.77	Cham Ni	311801
1904	916269.75	1633791.27	Nong Plong	311802
1905	918121.59	1639001.28	Muang Yang	311803
1906	910468.48	1642338.27	Cho Paka	311804
1907	902950.48	1637049.76	Laluat	311805
1908	919923.39	1634755.28	Kok Sanuan	311806
1909	916408.32	1725699.36	Nong Waeng	311901
1910	908517.71	1730012.34	Thong Lang	311902
1911	915444.51	1729397.88	Daeng Yai	311903
1912	914680.98	1721450.36	Ku Suan Daeng	311904
1913	908671.51	1723600.36	Nong Yueng	311905
1914	899447.89	1583236.67	Non Din Daeng	312001
1915	905675.72	1587449.68	Som Poi	312002
1916	889964.59	1573224.64	Lam Nang Rong	312003
1917	947455.97	1674903.88	Ban Dan	312101
1918	953704.88	1671718.88	Prasat	312102
1919	954020.43	1678251.89	Wang Nua	312103
1920	947496.77	1683432.38	Non Khwang	312104
1921	942695.88	1698564.89	Khaen Dong	312201
1922	950001.83	1698480.39	Dong Phlong	312202
1923	938079.28	1698555.38	Sra Bua	312203
1924	951967.26	1697157.90	Hua Fai	312204
1925	916408.44	1614750.74	Charoen Suk	312301
1926	922426.68	1613726.74	Ta Pek	312302
1927	921184.54	1621006.75	E-san Khet	312303
1928	914202.55	1607744.21	Thawon	312304
1929	921737.76	1607300.73	Yai Yam Wattana	312305
1930	983411.65	1650847.41	Nai Muang	320101
1931	989582.06	1671215.45	Tang Chai	320102
1932	981289.05	1671823.44	Phia Ram	320103
1933	984273.22	1665364.92	Na Di	320104
1934	979116.18	1659225.91	Ta Sawang	320105
1935	990841.38	1647188.92	Salak Dai	320106
1936	994773.59	1636021.42	Ta Ong	320107
1937	999297.48	1641163.44	Samrong	320109
1938	986305.04	1657238.43	Kae Yai	320110
1939	982948.80	1648287.91	Nok Muang	320111
1940	976820.10	1650609.40	Kho Kho	320112
1941	966692.81	1640929.87	Sawai	320113
1942	981179.97	1641069.40	Chaniang	320114
1943	988006.77	1639915.91	Then Mi	320116
1944	975261.27	1638944.37	Na Bua	320118
1945	1000097.06	1653997.95	Muang Thi	320119
1946	1000173.56	1647083.93	Ram	320120
1947	995466.80	1652962.94	Bu Rusi	320121
1948	974336.35	1646446.89	Tra Saeng	320122
1949	989027.58	1655194.42	Salang Phan	320125
1950	980889.27	1674921.95	Ka Ko	320126
1951	972768.51	1705401.46	Chumphon Buri	320201
1952	982638.17	1704390.98	Na Nong Phai	320202
1953	989837.17	1707857.49	Phrai Khala	320203
1954	965154.83	1704520.44	Sri Narong	320204
1955	954041.33	1703013.42	Yawuk	320205
1956	950982.80	1708016.92	Muang Bua	320206
1957	943015.85	1711486.90	Sra Khut	320207
1958	960355.63	1703240.42	Krabuang	320208
1959	988766.99	1698331.97	Nong Rua	320209
1960	1002267.55	1698331.01	Tha Tum	320301
1961	983034.21	1690947.46	Krapho	320302
1962	996446.69	1702635.48	Phrom Thep	320303
1963	1011419.98	1708026.04	Phon Khrok	320304
1964	1000390.22	1687503.49	Muang Kae	320305
1965	991530.06	1690169.97	Ba	320306
1966	1009305.00	1700154.03	Nong Bua	320307
1967	1007363.53	1688097.01	Bua Khok	320308
1968	995989.82	1689488.99	Nong Meti	320309
1969	1000065.67	1707470.01	Thung Kula	320310
1970	994158.05	1675404.47	Chom Phra	320401
1971	979862.58	1681657.44	Muang Ling	320402
1972	986821.50	1678051.46	Krahat	320403
1973	1002999.66	1672640.47	Bu Krang	320404
1974	1000580.63	1681453.49	Nong Sanit	320405
1975	1003552.60	1677126.99	Ban Phu	320406
1976	994700.98	1680910.98	Lum Rawi	320407
1977	988831.03	1683501.47	Chum Saeng	320408
1978	990522.85	1678317.94	Phen Suk	320409
1979	973885.75	1623839.86	Kang Aen	320501
1980	983484.64	1631824.90	Tha-mo	320502
1981	970902.92	1631089.05	Phlai	320503
1982	963806.86	1621368.84	Pru	320504
1983	961619.73	1632472.85	Thung Mon	320505
1984	984348.86	1620100.37	Ta Bao	320506
1985	982403.84	1613564.86	Nong Yai	320507
1986	988458.86	1626771.90	Khok Yang	320508
1987	972926.13	1611786.35	Chok Sa-at	320509
1988	996110.23	1620473.90	Ban Sai	320510
1989	960809.07	1612573.32	Chok Na Sam	320511
1990	974903.74	1632215.88	Chua Phloeng	320512
1991	970090.91	1624031.35	Prasat Thanong	320513
1992	959043.26	1620693.82	Ta Ni	320514
1993	974005.05	1619214.86	Ban Pluang	320515
1994	990558.03	1618885.88	Kantuadramuan	320516
1995	965859.29	1629545.86	Samut	320517
1996	968860.74	1632409.85	Pratatbhu	320518
1997	993522.37	1605064.89	Kap Choeng	320601
1998	1002581.85	1611547.40	Khu Tan	320604
1999	1009906.73	1602995.40	Dan	320605
2000	977505.61	1601634.83	Naeng Mut	320606
2001	985714.66	1603793.35	Khok Takian	320607
2002	1001744.17	1603253.39	Ta Kien	320610
2003	1020321.52	1699535.55	Rattana Buri	320701
2004	1031207.00	1699537.07	That	320702
2005	1016717.99	1703130.04	Kae	320703
2006	1038713.99	1705607.10	Don Raet	320704
2007	1029326.98	1708102.57	Nong Bua Thong	320705
2008	1018864.02	1690856.52	Nong Buaban	320706
2009	1026358.02	1699206.05	Phai	320709
2010	1031740.53	1693280.07	Boet	320711
2011	1015350.00	1698747.53	Nam Khieo	320713
2012	1019872.22	1709969.04	Kut Kha Khim	320714
2013	1035968.51	1698144.58	Yang Sawang	320715
2014	1024642.97	1708996.06	Thap Yai	320716
2015	1011393.03	1686465.51	Sanom	320801
2016	1012274.02	1692399.02	Phon Ko	320802
2017	1010045.06	1680368.01	Nong Rakhang	320803
2018	1015452.55	1679136.02	Na Nuan	320804
2019	1018945.05	1682868.53	Khaen	320805
2020	1020137.56	1677679.02	Hua Ngua	320806
2021	1008644.54	1681443.00	Nong I-yo	320807
2022	1015649.11	1654806.99	Ra Ngang	320901
2023	1021409.09	1667763.01	Trum	320902
2024	1009813.61	1650276.97	Chara Phat	320903
2025	1022909.61	1659769.00	Yang	320904
2026	1006893.08	1667081.97	Taen	320905
2027	1012313.56	1672734.49	Nong Bua	320906
2028	1018461.58	1672679.01	Kha Lamae	320907
2029	1009846.62	1643604.46	Nong Lek	320908
2030	1013366.09	1659249.98	Nong Khwao	320909
2031	1006416.09	1657766.48	Chang Pi	320910
2032	1024275.11	1655351.51	Kut Wai	320911
2033	1013599.09	1666178.00	Khwao Yai	320912
2034	1021934.11	1662400.01	Na Rung	320913
2035	1014530.12	1648396.97	Trom Phrai	320914
2036	1020436.63	1646605.49	Phak Mai	320915
2037	1023950.69	1627078.47	Sangkha	321001
2038	1028931.17	1630421.00	Khon Taek	321002
2039	1022293.71	1614446.45	Dom	321006
2040	1032659.69	1627055.99	Phra Kaeo	321007
2041	1013040.71	1615151.43	Ban Chan	321008
2042	1003356.08	1618659.42	Kra Tiam	321009
2043	1010438.68	1623429.94	Sakat	321010
2044	1021030.73	1604130.43	Ta Tum	321011
2045	1016407.68	1628252.96	Thup Than	321012
2046	1038700.69	1628070.50	Ta Khong	321013
2047	1022751.19	1620801.46	Ban Shop	321015
2048	1025209.73	1604751.94	Thep Raksa	321017
2049	999672.11	1629914.43	Lam Duan	321101
2050	1008438.65	1634935.94	Chok Nua	321102
2051	1005486.67	1627762.93	U Lok	321103
2052	1005148.14	1637311.43	Tram Dom	321104
2053	1012438.16	1633723.44	Rabieng Tia	321105
2054	1030995.09	1662470.53	Samrong Thap	321201
2055	1030737.58	1667726.53	Nong Phai Lom	321202
2056	1033813.05	1679561.06	Kra-om	321203
2057	1028049.07	1674244.03	Nong Ha	321204
2058	1031021.08	1672039.03	Sri Suk	321205
2059	1030972.61	1657658.51	Ko Kaeo	321206
2060	1035766.60	1666291.53	Mun Sri	321207
2061	1024049.57	1673737.03	Samet	321208
2062	1033903.06	1676070.55	Sa-no	321209
2063	1036998.09	1671943.05	Pra Du	321210
2064	1033271.22	1613266.47	Bua Chet	321301
2065	1037686.72	1613676.00	Sadao	321302
2066	1037528.26	1599088.47	Charat	321303
2067	1041219.22	1621439.00	Ta Wang	321304
2068	1030992.51	1607630.96	Aphon	321305
2069	1038335.21	1620301.00	Sam Pao Lun	321306
2070	970080.26	1599109.32	Bak Dai	321401
2071	958843.68	1606413.29	Khok Klang	321402
2072	965723.64	1605516.33	Chik Daek	321403
2073	960782.06	1594439.81	Ta Mieng	321404
2074	1026063.66	1637467.49	Narong	321501
2075	1031567.67	1640084.51	Chaen Waen	321502
2076	1024305.13	1646768.50	Truat	321503
2077	1036279.67	1638847.01	Nong Waeng	321504
2078	1018710.66	1635993.98	Sri Suk	321505
2079	992980.51	1664240.45	Kwao Si Narin	321601
2080	996097.72	1670375.46	Bung	321602
2081	999338.27	1666690.96	Ta Kuk	321603
2082	999860.68	1660745.96	Plasatthong	321604
2083	992434.67	1659482.95	Ban Rae	321605
2084	1032339.53	1689172.56	Nong Luang	321701
2085	1031940.54	1685885.56	Kum Phong	321702
2086	1023336.19	1684633.04	Non	321703
2087	1025938.04	1690858.54	Ra Wiang	321704
2088	1027404.05	1680698.54	Nong Tep	321705
2089	1073161.07	1679691.14	Muang Nua	330101
2090	1073505.08	1677880.64	Muang Tai	330102
2091	1067778.55	1689475.64	Khu Sot	330103
2092	1074071.10	1669300.64	Sam	330104
2093	1080957.62	1666433.65	Chan	330105
2094	1084790.60	1670407.66	Ta-dop	330106
2095	1069986.10	1673974.13	Nong Khrok	330107
2096	1078018.09	1672741.65	Phon Kha	330111
2097	1078235.61	1667497.15	Phon Kho	330112
2098	1085598.08	1679309.17	Phon Khwao	330115
2099	1069907.56	1681899.63	Ya Plong	330116
2100	1073881.13	1662611.12	Thum	330118
2101	1084659.11	1666230.15	Nong Hai	330119
2102	1083545.08	1674544.65	Nong Kaeo	330121
2103	1073772.07	1683888.15	Nam Kham	330122
2104	1079407.56	1678030.65	Pho	330123
2105	1065129.60	1670095.62	Mak Khiap	330124
2106	1067152.07	1681221.14	Nong Phai	330127
2107	1081537.53	1694637.67	Yang Chum Noi	330201
2108	1081330.56	1686620.67	Lin Fa	330202
2109	1075853.06	1690832.15	Khon Kam	330203
2110	1075734.50	1699238.17	Non Khun	330204
2111	1072266.05	1691459.66	Kut Muang Ham	330205
2112	1085745.05	1692623.67	Bung Bon	330206
2113	1079044.26	1688664.17	Yang Chum Yai	330207
2114	1100391.58	1678683.70	Dun	330301
2115	1107519.09	1678526.22	Non Sang	330302
2116	1106715.61	1670919.21	Nong Hua Chang	330303
2117	1098761.62	1670459.70	Yang	330304
2118	1109003.57	1687011.23	Nong Waeng	330305
2119	1109737.09	1682579.75	Nong Kaeo	330306
2120	1105408.06	1691836.73	Tham	330307
2121	1100472.06	1687363.22	Lathai	330308
2122	1096475.57	1687583.21	Muang Noi	330309
2123	1091334.06	1689720.68	E Pat	330310
2124	1089192.56	1685159.18	Bua Noi	330311
2125	1093457.08	1678650.70	Nong Bua	330312
2126	1091011.10	1675589.68	Du	330313
2127	1093068.60	1669508.19	Phuk Phaeo	330314
2128	1094129.63	1663920.67	Chan	330315
2129	1101124.10	1673454.71	Kham Niem	330320
2130	1117200.79	1615131.68	Bung Malu	330401
2131	1130758.74	1631072.23	Kut Salao	330402
2132	1110997.26	1621275.17	Muang	330403
2133	1118914.74	1627112.71	Sang Mek	330405
2134	1110988.73	1628473.19	Nam Om	330406
2135	1099866.80	1605707.62	Lalai	330407
2136	1107559.79	1606219.14	Rung	330408
2137	1105344.71	1636876.68	Trakat	330409
2138	1110037.70	1637130.70	Chan Yai	330411
2139	1098522.21	1636096.66	Phu Ngoen	330412
2140	1102452.77	1615291.64	Cham	330413
2141	1101113.73	1626393.65	Krachaeng	330414
2142	1125334.78	1614439.21	Non Samran	330415
2143	1107142.23	1628088.67	Nong Ya Lat	330416
2144	1117909.80	1605322.16	Sao Thong Chai	330419
2145	1126048.77	1622343.72	Kanun	330420
2146	1122725.72	1632938.21	Suan Klui	330421
2147	1112885.25	1626678.19	Wieng Nua	330423
2148	1103496.26	1621083.15	Thung Yai	330424
2149	1129606.31	1606349.20	Phu Pha Mok	330425
2150	1047355.17	1634168.53	Kanthararom	330501
2151	1065723.17	1646166.10	Chakong	330502
2152	1055164.69	1638413.06	Chai Di	330503
2153	1060698.68	1639882.58	Dong Kam Met	330504
2154	1049284.21	1626946.52	Sanon	330505
2155	1065674.21	1619788.06	Pru Yai	330506
2156	1068802.70	1633805.58	Sadao Yai	330507
2157	1069913.22	1628422.57	Ta Ut	330508
2158	1062868.67	1634173.08	Huai Nua	330509
2159	1058204.20	1627641.06	Huai Tai	330510
2160	1058117.16	1645985.57	Hua Sua	330511
2161	1066657.69	1640007.08	Takian	330513
2162	1066207.21	1626895.07	Nikhom Pattana	330515
2163	1054624.65	1644590.57	Kok Phet	330517
2164	1042100.68	1631703.51	Prasat	330518
2165	1057710.63	1651176.58	Sam Rong Ta Gen	330521
2166	1055950.67	1631827.56	Huai Samran	330522
2167	1066235.65	1651412.59	Kridsana	330524
2168	1069284.18	1639058.59	Somsak	330525
2169	1062855.70	1629403.57	Nong Chalong	330526
2170	1071123.73	1625221.07	Sitrakun	330527
2171	1047349.94	1637239.64	Sri Sa-at	330528
2172	1078160.69	1636356.60	Phrai Bung	330601
2173	1071638.65	1644689.11	Din Daeng	330602
2174	1077533.67	1644315.62	Prasat Yoe	330603
2175	1075860.21	1631680.60	Samrong Phlan	330604
